company_name,customer_name,company_high_tech_market_segment,company_founded,company_estimated_revenue_range,company_number_of_employees,company_total_funding_amount,company_number_of_investors,company_country,company_number_of_portfolio,customer_high_tech_market_segment,customer_founded,customer_estimated_revenue_range,customer_number_of_employees,customer_total_funding_amount,customer_number_of_investors,customer_country,customer_number_of_portfolio,label
NantWorks,Syndiant,semiconductor,2010-01-01,$100M to $500M,51-100,0.0,1.0,United States,0.0,semiconductor,2004-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Integrated Detector Electronics SA,eSilicon,semiconductor,1992-01-01,$1M to $10M,11-50,0.0,1.0,Norway,0.0,semiconductor,1999-11-01,$50M to $100M,101-500,0.0,11.0,United States,0.0,0
Oxford PV,GCT Semiconductor,semiconductor,2010-01-01,$10M to $50M,51-100,0.0,10.0,United Kingdom,0.0,semiconductor,1998-01-01,$10M to $50M,5001-10000,0.0,19.0,United States,0.0,0
BinaryWave,Caliopa,semiconductor,2010-01-01,$10M to $50M,11-50,0.0,1.0,United States,0.0,semiconductor,2010-01-01,$1M to $10M,11-50,0.0,3.0,Belgium,0.0,0
ASIC Engineering Corporation,Tempo Automation,semiconductor,1996-01-01,$10M to $50M,11-50,0.0,1.0,United States,0.0,semiconductor,2013-07-01,$1M to $10M,101-500,0.0,17.0,United States,0.0,0
Kalray,FocalSpec Ltd,semiconductor,2008-01-01,$1M to $10M,51-100,0.0,8.0,France,0.0,semiconductor,2009-01-01,$1M to $10M,11-50,0.0,2.0,Finland,0.0,0
Intel,Syndiant,semiconductor,1968-07-18,$10B+,10001+,0.0,2.0,United States,0.0,semiconductor,2004-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
GreenRay Solar,BitWave,semiconductor,2006-01-01,$1M to $10M,01-10,0.0,2.0,United States,0.0,semiconductor,2004-01-01,$1M to $10M,11-50,0.0,3.0,United States,0.0,0
Sensichips,Ferfics,semiconductor,2013-08-01,$1M to $10M,11-50,0.0,1.0,Italy,0.0,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,3.0,Ireland,0.0,0
BlueShift Technologies,FocalSpec Ltd,semiconductor,2004-01-01,$1M to $10M,11-50,0.0,3.0,United States,0.0,semiconductor,2009-01-01,$1M to $10M,11-50,0.0,2.0,Finland,0.0,0
D2S,Phoseon Technology,semiconductor,2007-01-01,$1M,11-50,0.0,5.0,United States,0.0,semiconductor,2002-01-01,$10M to $50M,51-100,0.0,4.0,United States,0.0,0
Nanotronics Imaging,Caliopa,semiconductor,2010-01-01,$1M to $10M,01-10,0.0,3.0,United States,0.0,semiconductor,2010-01-01,$1M to $10M,11-50,0.0,3.0,Belgium,0.0,0
Netronome Systems,Telink,semiconductor,2003-01-01,$1M to $10M,101-500,0.0,10.0,United States,0.0,semiconductor,2010-01-01,$1M,11-50,0.0,1.0,China,0.0,0
Cooledge Lighting,MSG Lithoglas,semiconductor,2009-01-01,$1M to $10M,51-100,0.0,1.0,Canada,0.0,semiconductor,2010-12-13,$1M to $10M,11-50,0.0,1.0,Germany,0.0,0
Vayyar,Bantam Tools,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,9.0,Israel,0.0,semiconductor,2013-01-01,$1M,11-50,0.0,6.0,United States,0.0,0
AGLOGIC,Aveni,semiconductor,1995-02-22,$1M to $10M,11-50,0.0,2.0,China,0.0,semiconductor,2001-01-01,$1M to $10M,11-50,0.0,13.0,France,0.0,0
Ascatron,Exnodes Inc.,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,3.0,Sweden,0.0,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,0
Cymbet,PSI Semicon Services,semiconductor,2000-01-01,$10M to $50M,11-50,0.0,10.0,United States,0.0,semiconductor,1946-01-01,$1M to $10M,1001-5000,0.0,1.0,United States,0.0,0
Beneq,GreenRay Solar,semiconductor,2005-01-01,$1M to $10M,51-100,0.0,3.0,Finland,0.0,semiconductor,2006-01-01,$1M to $10M,01-10,0.0,2.0,United States,0.0,0
Poly-Flow Engineering,4wave,semiconductor,2005-01-01,$10M to $50M,101-500,0.0,4.0,United States,0.0,semiconductor,2000-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Jeeva Wireless,Beneq,semiconductor,2015-01-01,$1M,11-50,0.0,1.0,United States,0.0,semiconductor,2005-01-01,$1M to $10M,51-100,0.0,3.0,Finland,0.0,0
Quintic,Ferfics,semiconductor,2006-09-29,$1M to $10M,51-100,0.0,3.0,United States,0.0,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,3.0,Ireland,0.0,0
BinaryWave,Evident Technologies,semiconductor,2010-01-01,$10M to $50M,11-50,0.0,1.0,United States,0.0,semiconductor,2000-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Revasum,Evident Technologies,semiconductor,2016-01-01,$10M to $50M,51-100,0.0,1.0,United States,0.0,semiconductor,2000-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Sentons,Fortemedia,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,2.0,United States,0.0,semiconductor,1996-01-01,$10M to $50M,51-100,0.0,2.0,United States,0.0,0
Sheaumann Laser,Synapse,semiconductor,2005-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,semiconductor,2003-01-01,$10M to $50M,501-1000,0.0,1.0,United States,0.0,0
Ion Beam Services,Satin Technologies,semiconductor,1987-01-01,$1M,51-100,0.0,2.0,France,0.0,semiconductor,2006-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
ENrG,Credo Semiconductor,semiconductor,2003-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,semiconductor,2008-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Scintera Networks,SiOnyx,semiconductor,2001-01-01,$10M to $50M,5001-10000,0.0,6.0,United States,0.0,semiconductor,2006-01-01,$1M to $10M,11-50,0.0,7.0,United States,0.0,0
Satin Technologies,Triad Semiconductor,semiconductor,2006-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,semiconductor,2002-01-01,$10M to $50M,101-500,0.0,1.0,United States,0.0,0
Farsens,Sensichips,semiconductor,2008-01-01,$1M to $10M,11-50,0.0,1.0,Spain,0.0,semiconductor,2013-08-01,$1M to $10M,11-50,0.0,1.0,Italy,0.0,0
Semitech Semiconductor,Netronome Systems,semiconductor,2010-05-01,$1M to $10M,11-50,0.0,3.0,Australia,0.0,semiconductor,2003-01-01,$1M to $10M,101-500,0.0,10.0,United States,0.0,0
BiTMICRO Networks Inc,Lion Semiconductor Inc,semiconductor,1995-01-01,$10M to $50M,101-500,0.0,1.0,United States,0.0,semiconductor,2013-01-01,$1M,01-10,0.0,1.0,United States,0.0,0
CEKO Sensors ApS,IQ-Analog Corporation,semiconductor,2015-01-01,$1M to $10M,01-10,0.0,2.0,Denmark,0.0,semiconductor,2004-12-28,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
4wave,Sentons,semiconductor,2000-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,2.0,United States,0.0,0
CEKO Sensors ApS,TRINAMIC Motion Control,semiconductor,2015-01-01,$1M to $10M,01-10,0.0,2.0,Denmark,0.0,semiconductor,1998-09-01,$10M to $50M,11-50,0.0,1.0,Germany,0.0,0
Quintic,Synapse,semiconductor,2006-09-29,$1M to $10M,51-100,0.0,3.0,United States,0.0,semiconductor,2003-01-01,$10M to $50M,501-1000,0.0,1.0,United States,0.0,0
Think Silicon S.A.,GreenRay Solar,semiconductor,2007-06-01,$1M to $10M,11-50,0.0,2.0,Greece,0.0,semiconductor,2006-01-01,$1M to $10M,01-10,0.0,2.0,United States,0.0,0
Unispectral,Silicon Genesis,semiconductor,2016-01-01,$1M to $10M,11-50,0.0,4.0,Israel,0.0,semiconductor,1997-01-01,$10M to $50M,11-50,0.0,6.0,United States,0.0,0
Vayyar,Octasic,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,9.0,Israel,0.0,semiconductor,1998-01-01,$1M to $10M,51-100,0.0,1.0,Canada,0.0,0
Alereon,Phoseon Technology,semiconductor,2003-04-01,$10M to $50M,51-100,0.0,11.0,United States,0.0,semiconductor,2002-01-01,$10M to $50M,51-100,0.0,4.0,United States,0.0,0
Helyssen,Rockley Photonics,semiconductor,2003-01-01,$1M,01-10,0.0,1.0,Switzerland,0.0,semiconductor,2013-01-01,$10M to $50M,101-500,0.0,4.0,United States,0.0,0
XMOS,TeraView,semiconductor,2005-01-01,$1M to $10M,51-100,0.0,12.0,United Kingdom,0.0,semiconductor,2001-01-01,$10M to $50M,11-50,0.0,9.0,United Kingdom,0.0,0
XSI Semi Conductors,NextInput,semiconductor,2012-01-01,$10M to $50M,11-50,0.0,1.0,India,0.0,semiconductor,2012-01-01,$1M to $10M,11-50,0.0,11.0,United States,0.0,0
Extoll GmbH.,ReVibe Energy,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,1.0,Germany,0.0,semiconductor,2014-01-01,$1M,01-10,0.0,6.0,Sweden,0.0,0
Eagleyard Photonics GmbH,Uhnder,semiconductor,2002-01-01,$1M to $10M,11-50,0.0,1.0,Germany,0.0,semiconductor,2015-01-01,$1M to $10M,11-50,0.0,3.0,United States,0.0,0
Dover Microsystems,Paragraf,semiconductor,2017-05-01,$1M to $10M,11-50,0.0,7.0,United States,0.0,semiconductor,2015-01-01,$1M to $10M,11-50,0.0,5.0,United Kingdom,0.0,0
GCT Semiconductor,Ateeda,semiconductor,1998-01-01,$10M to $50M,5001-10000,0.0,19.0,United States,0.0,semiconductor,2005-01-01,$1M to $10M,11-50,0.0,3.0,United Kingdom,0.0,0
Wiliot,Telink,semiconductor,2017-01-01,$1M to $10M,11-50,0.0,8.0,Israel,0.0,semiconductor,2010-01-01,$1M,11-50,0.0,1.0,China,0.0,0
Scifiniti,Exnodes Inc.,semiconductor,2007-01-01,$1M,11-50,0.0,5.0,United States,0.0,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,0
Tsinghua Unigroup,Kandou Bus SA,semiconductor,1988-01-01,$500M to $1B,10001+,0.0,1.0,China,0.0,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,10.0,Switzerland,0.0,0
Aveni,Ferroelectric Memory Company,semiconductor,2001-01-01,$1M to $10M,11-50,0.0,13.0,France,0.0,semiconductor,2016-01-01,$1M to $10M,01-10,0.0,3.0,Germany,0.0,0
EoPlex Technologies,Palma Ceia SemiDesign  Inc.,semiconductor,2001-01-03,$1M to $10M,11-50,0.0,4.0,United States,0.0,semiconductor,2012-04-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Lyncean Technologies,Kandou Bus SA,semiconductor,2002-01-01,$1M to $10M,11-50,0.0,4.0,United States,0.0,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,10.0,Switzerland,0.0,0
Credo Semiconductor,Brolis Semiconductors,semiconductor,2008-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,semiconductor,2011-08-09,$1M to $10M,11-50,0.0,1.0,Lithuania,0.0,0
Engim,Cooledge Lighting,semiconductor,2001-01-01,$1M to $10M,11-50,0.0,4.0,United States,0.0,semiconductor,2009-01-01,$1M to $10M,51-100,0.0,1.0,Canada,0.0,0
TeraView,Rockley Photonics,semiconductor,2001-01-01,$10M to $50M,11-50,0.0,9.0,United Kingdom,0.0,semiconductor,2013-01-01,$10M to $50M,101-500,0.0,4.0,United States,0.0,0
Ikon Semiconductor,Kalray,semiconductor,2009-01-01,$1M to $10M,11-50,0.0,3.0,Ireland,0.0,semiconductor,2008-01-01,$1M to $10M,51-100,0.0,8.0,France,0.0,0
Fresco Microchip,TriLumina Corp,semiconductor,2004-01-01,design and manufacture of frequency control devices including- Packaged Quartz,101-500,0.0,3.0,Canada,0.0,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,6.0,United States,0.0,0
Ateeda,Anokiwave,semiconductor,2005-01-01,$1M to $10M,11-50,0.0,3.0,United Kingdom,0.0,semiconductor,1999-01-01,$1M to $10M,11-50,0.0,3.0,United States,0.0,0
AGLOGIC,Coherix,semiconductor,1995-02-22,$1M to $10M,11-50,0.0,2.0,China,0.0,semiconductor,2004-01-01,$10M to $50M,11-50,0.0,1.0,United States,0.0,0
Anokiwave,LucidPort Technology,semiconductor,1999-01-01,$1M to $10M,11-50,0.0,3.0,United States,0.0,semiconductor,2004-01-01,$1M to $10M,01-10,0.0,2.0,United States,0.0,0
Luxcore,PSI Semicon Services,semiconductor,1999-01-01,$1M to $10M,51-100,0.0,2.0,United States,0.0,semiconductor,1946-01-01,$1M to $10M,1001-5000,0.0,1.0,United States,0.0,0
Lyncean Technologies,Think Silicon S.A.,semiconductor,2002-01-01,$1M to $10M,11-50,0.0,4.0,United States,0.0,semiconductor,2007-06-01,$1M to $10M,11-50,0.0,2.0,Greece,0.0,0
Nantero,ScandiNova,semiconductor,2001-01-01,$10M to $50M,51-100,0.0,13.0,United States,0.0,semiconductor,2001-01-01,$1M,51-100,0.0,1.0,Sweden,0.0,0
Intel,Credo Semiconductor,semiconductor,1968-07-18,$10B+,10001+,0.0,2.0,United States,0.0,semiconductor,2008-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Floadia Corporation,EoPlex Technologies,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,9.0,Japan,0.0,semiconductor,2001-01-03,$1M to $10M,11-50,0.0,4.0,United States,0.0,0
Mythic,TimeLab,semiconductor,2012-05-01,$1M to $10M,11-50,0.0,12.0,United States,0.0,semiconductor,2001-01-01,$1M to $10M,01-10,0.0,2.0,United States,0.0,0
Sckipio Technologies,Celeno,semiconductor,2012-01-01,$10M to $50M,51-100,0.0,10.0,Israel,0.0,semiconductor,2005-01-01,$10M to $50M,51-100,0.0,12.0,Israel,0.0,0
Beneq,XSI Semi Conductors,semiconductor,2005-01-01,$1M to $10M,51-100,0.0,3.0,Finland,0.0,semiconductor,2012-01-01,$10M to $50M,11-50,0.0,1.0,India,0.0,0
Pixpolar,Kalray,semiconductor,2006-01-01,$1M,01-10,0.0,1.0,Finland,0.0,semiconductor,2008-01-01,$1M to $10M,51-100,0.0,8.0,France,0.0,0
Coherix,Bosch Rexroth Corporation,semiconductor,2004-01-01,$10M to $50M,11-50,0.0,1.0,United States,0.0,semiconductor,2001-05-01,$10M to $50M,10001+,0.0,1.0,United States,0.0,0
Ascatron,Netronome Systems,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,3.0,Sweden,0.0,semiconductor,2003-01-01,$1M to $10M,101-500,0.0,10.0,United States,0.0,0
Dover Microsystems,Particle,semiconductor,2017-05-01,$1M to $10M,11-50,0.0,7.0,United States,0.0,semiconductor,2012-11-01,$1M to $10M,101-500,0.0,19.0,United States,0.0,0
CLK Design Automation,Pixpolar,semiconductor,2004-01-01,$10M to $50M,11-50,0.0,3.0,United States,0.0,semiconductor,2006-01-01,$1M,01-10,0.0,1.0,Finland,0.0,0
Flex Logix Technologies  Inc.,Kalray,semiconductor,2014-01-01,$1M,11-50,0.0,3.0,United States,0.0,semiconductor,2008-01-01,$1M to $10M,51-100,0.0,8.0,France,0.0,0
BinaryWave,Oryx Vision,semiconductor,2010-01-01,$10M to $50M,11-50,0.0,1.0,United States,0.0,semiconductor,2009-01-01,$10M to $50M,11-50,0.0,6.0,Israel,0.0,0
Impedans,TimeLab,semiconductor,2004-01-01,$10M to $50M,11-50,0.0,1.0,Ireland,0.0,semiconductor,2001-01-01,$1M to $10M,01-10,0.0,2.0,United States,0.0,0
Ion Beam Services,Cavendish Kinetics,semiconductor,1987-01-01,$1M,51-100,0.0,2.0,France,0.0,semiconductor,1994-01-01,$1M to $10M,11-50,0.0,8.0,United States,0.0,0
Tela Innovations,Eagleyard Photonics GmbH,semiconductor,2005-01-01,$1M to $10M,11-50,0.0,7.0,United States,0.0,semiconductor,2002-01-01,$1M to $10M,11-50,0.0,1.0,Germany,0.0,0
Elenion Technologies LLC,Teklatech,semiconductor,2014-01-01,$1M to $10M,51-100,0.0,1.0,United States,0.0,semiconductor,2005-01-01,$1M to $10M,11-50,0.0,2.0,Denmark,0.0,0
PSI Semicon Services,Aveni,semiconductor,1946-01-01,$1M to $10M,1001-5000,0.0,1.0,United States,0.0,semiconductor,2001-01-01,$1M to $10M,11-50,0.0,13.0,France,0.0,0
VSORA,Poly-Flow Engineering,semiconductor,2015-01-01,$1M to $10M,01-10,0.0,2.0,France,0.0,semiconductor,2005-01-01,$10M to $50M,101-500,0.0,4.0,United States,0.0,0
Excillum,Revasum,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,1.0,Sweden,0.0,semiconductor,2016-01-01,$10M to $50M,51-100,0.0,1.0,United States,0.0,0
Samplify Systems,Phoseon Technology,semiconductor,2006-01-01,$10M to $50M,11-50,0.0,4.0,United States,0.0,semiconductor,2002-01-01,$10M to $50M,51-100,0.0,4.0,United States,0.0,0
UbiQD,Silicon Cloud,semiconductor,2014-02-26,$1M,11-50,0.0,1.0,United States,0.0,semiconductor,2013-08-01,$1M to $10M,01-10,0.0,3.0,Singapore,0.0,0
Reveal Design Automation,Wiliot,semiconductor,2009-01-01,$1M,11-50,0.0,2.0,United States,0.0,semiconductor,2017-01-01,$1M to $10M,11-50,0.0,8.0,Israel,0.0,0
AZZURRO Semiconductors,Luxcore,semiconductor,2003-01-01,$1M to $10M,11-50,0.0,5.0,Germany,0.0,semiconductor,1999-01-01,$1M to $10M,51-100,0.0,2.0,United States,0.0,0
Reno Sub Systems,CEKO Sensors ApS,semiconductor,2013-01-01,$1M to $10M,11-50,0.0,7.0,Canada,0.0,semiconductor,2015-01-01,$1M to $10M,01-10,0.0,2.0,Denmark,0.0,0
Widetronix,BitWave,semiconductor,2003-01-01,$1M,01-10,0.0,3.0,United States,0.0,semiconductor,2004-01-01,$1M to $10M,11-50,0.0,3.0,United States,0.0,0
Sheaumann Laser,CLK Design Automation,semiconductor,2005-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,semiconductor,2004-01-01,$10M to $50M,11-50,0.0,3.0,United States,0.0,0
Kionix,4wave,semiconductor,2000-01-01,$50M to $100M,101-500,0.0,2.0,United States,0.0,semiconductor,2000-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Cavendish Kinetics,Engim,semiconductor,1994-01-01,$1M to $10M,11-50,0.0,8.0,United States,0.0,semiconductor,2001-01-01,$1M to $10M,11-50,0.0,4.0,United States,0.0,0
Paragraf,Gigoptix,semiconductor,2015-01-01,$1M to $10M,11-50,0.0,5.0,United Kingdom,0.0,semiconductor,2001-01-01,$1M to $10M,51-100,0.0,1.0,United States,0.0,0
A-1 Machine Manufacturing,Telink,semiconductor,1977-01-01,$50M to $100M,01-10,0.0,1.0,United States,0.0,semiconductor,2010-01-01,$1M,11-50,0.0,1.0,China,0.0,0
Saphlux,Indice Semiconductor,semiconductor,2014-01-01,$1M,11-50,0.0,8.0,United States,0.0,semiconductor,2014-01-01,$1M to $10M,11-50,0.0,6.0,United States,0.0,0
Octasic,GaN Systems,semiconductor,1998-01-01,$1M to $10M,51-100,0.0,1.0,Canada,0.0,semiconductor,2008-01-01,$10M to $50M,11-50,0.0,7.0,Canada,0.0,0
SiOnyx,Exnodes Inc.,semiconductor,2006-01-01,$1M to $10M,11-50,0.0,7.0,United States,0.0,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,0
Jeeva Wireless,Reduced Energy Microsystems,semiconductor,2015-01-01,$1M,11-50,0.0,1.0,United States,0.0,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,3.0,United States,0.0,0
Sheaumann Laser,Ateeda,semiconductor,2005-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,semiconductor,2005-01-01,$1M to $10M,11-50,0.0,3.0,United Kingdom,0.0,0
Rockley Photonics,Poly-Flow Engineering,semiconductor,2013-01-01,$10M to $50M,101-500,0.0,4.0,United States,0.0,semiconductor,2005-01-01,$10M to $50M,101-500,0.0,4.0,United States,0.0,0
Vectron International,Revasum,semiconductor,1966-01-01,$10M to $50M,501-1000,0.0,1.0,United States,0.0,semiconductor,2016-01-01,$10M to $50M,51-100,0.0,1.0,United States,0.0,0
Ion Beam Services,IQ-Analog Corporation,semiconductor,1987-01-01,$1M,51-100,0.0,2.0,France,0.0,semiconductor,2004-12-28,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Pixpolar,e-peas,semiconductor,2006-01-01,$1M,01-10,0.0,1.0,Finland,0.0,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,7.0,Belgium,0.0,0
Impedans,GaN Systems,semiconductor,2004-01-01,$10M to $50M,11-50,0.0,1.0,Ireland,0.0,semiconductor,2008-01-01,$10M to $50M,11-50,0.0,7.0,Canada,0.0,0
XSI Semi Conductors,Matrix Industries,semiconductor,2012-01-01,$10M to $50M,11-50,0.0,1.0,India,0.0,semiconductor,2011-01-01,$1M to $10M,11-50,0.0,2.0,United States,0.0,0
Rockley Photonics,A-1 Machine Manufacturing,semiconductor,2013-01-01,$10M to $50M,101-500,0.0,4.0,United States,0.0,semiconductor,1977-01-01,$50M to $100M,01-10,0.0,1.0,United States,0.0,0
Comcores,Netronome Systems,semiconductor,2014-01-01,$1M,11-50,0.0,1.0,Denmark,0.0,semiconductor,2003-01-01,$1M to $10M,101-500,0.0,10.0,United States,0.0,0
GaN Systems,Nanotron Technologies,semiconductor,2008-01-01,$10M to $50M,11-50,0.0,7.0,Canada,0.0,semiconductor,1991-01-01,$1M to $10M,11-50,0.0,5.0,Germany,0.0,0
TimeSys Corporation,SVXR,semiconductor,1996-01-01,$1M to $10M,11-50,0.0,6.0,United States,0.0,semiconductor,2013-01-01,$1M to $10M,01-10,0.0,1.0,United States,0.0,0
EpiGaN,Scifiniti,semiconductor,2010-01-01,$1M to $10M,11-50,0.0,3.0,Belgium,0.0,semiconductor,2007-01-01,$1M,11-50,0.0,5.0,United States,0.0,0
Excillum,Lion Semiconductor Inc,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,1.0,Sweden,0.0,semiconductor,2013-01-01,$1M,01-10,0.0,1.0,United States,0.0,0
Luxcore,GrAI Matter Labs,semiconductor,1999-01-01,$1M to $10M,51-100,0.0,2.0,United States,0.0,semiconductor,2016-01-01,$1M,11-50,0.0,3.0,France,0.0,0
Lattice Power,Oryx Vision,semiconductor,2006-01-01,$100M to $500M,501-1000,0.0,7.0,China,0.0,semiconductor,2009-01-01,$10M to $50M,11-50,0.0,6.0,Israel,0.0,0
Ion Beam Services,Nantero,semiconductor,1987-01-01,$1M,51-100,0.0,2.0,France,0.0,semiconductor,2001-01-01,$10M to $50M,51-100,0.0,13.0,United States,0.0,0
4wave,Ensphere Solutions,semiconductor,2000-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,semiconductor,2006-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
Cymbet,Impedans,semiconductor,2000-01-01,$10M to $50M,11-50,0.0,10.0,United States,0.0,semiconductor,2004-01-01,$10M to $50M,11-50,0.0,1.0,Ireland,0.0,0
Hailo,Reduced Energy Microsystems,semiconductor,2017-02-02,$1M to $10M,51-100,0.0,7.0,Israel,0.0,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,3.0,United States,0.0,0
Farsens,Tempo Automation,semiconductor,2008-01-01,$1M to $10M,11-50,0.0,1.0,Spain,0.0,semiconductor,2013-07-01,$1M to $10M,101-500,0.0,17.0,United States,0.0,0
Orthogonal,Coherix,semiconductor,2009-01-01,$1M,11-50,0.0,2.0,United States,0.0,semiconductor,2004-01-01,$10M to $50M,11-50,0.0,1.0,United States,0.0,0
Sensichips,GCT Semiconductor,semiconductor,2013-08-01,$1M to $10M,11-50,0.0,1.0,Italy,0.0,semiconductor,1998-01-01,$10M to $50M,5001-10000,0.0,19.0,United States,0.0,0
Translarity,Cooledge Lighting,semiconductor,1999-01-01,$1M to $10M,11-50,0.0,6.0,United States,0.0,semiconductor,2009-01-01,$1M to $10M,51-100,0.0,1.0,Canada,0.0,0
Intel,Tortuga logic,semiconductor,1968-07-18,$10B+,10001+,0.0,2.0,United States,0.0,semiconductor,2014-01-01,$1M,11-50,0.0,4.0,United States,0.0,0
Orthogonal,EpiGaN,semiconductor,2009-01-01,$1M,11-50,0.0,2.0,United States,0.0,semiconductor,2010-01-01,$1M to $10M,11-50,0.0,3.0,Belgium,0.0,0
Ateeda,NextInput,semiconductor,2005-01-01,$1M to $10M,11-50,0.0,3.0,United Kingdom,0.0,semiconductor,2012-01-01,$1M to $10M,11-50,0.0,11.0,United States,0.0,0
TimeSys Corporation,Cavendish Kinetics,semiconductor,1996-01-01,$1M to $10M,11-50,0.0,6.0,United States,0.0,semiconductor,1994-01-01,$1M to $10M,11-50,0.0,8.0,United States,0.0,0
Peraso Technologies,4wave,semiconductor,2008-01-01,$1M to $10M,51-100,0.0,6.0,Canada,0.0,semiconductor,2000-01-01,$1M to $10M,11-50,0.0,1.0,United States,0.0,0
IQ-Analog Corporation,Inpria Corporation,semiconductor,2004-12-28,$1M to $10M,11-50,0.0,1.0,United States,0.0,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,7.0,United States,0.0,0
Bosch Rexroth Corporation,Comcores,semiconductor,2001-05-01,$10M to $50M,10001+,0.0,1.0,United States,0.0,semiconductor,2014-01-01,$1M,11-50,0.0,1.0,Denmark,0.0,0
NXTSENS Microsystems,Quintic,semiconductor,2015-01-01,$1M,01-10,0.0,1.0,Canada,0.0,semiconductor,2006-09-29,$1M to $10M,51-100,0.0,3.0,United States,0.0,0
LucidPort Technology,UbiQD,semiconductor,2004-01-01,$1M to $10M,01-10,0.0,2.0,United States,0.0,semiconductor,2014-02-26,$1M,11-50,0.0,1.0,United States,0.0,0
Peraso Technologies,Solaria,semiconductor,2008-01-01,$1M to $10M,51-100,0.0,6.0,Canada,0.0,semiconductor,1963-01-01,$10M to $50M,51-100,0.0,15.0,United States,0.0,0
Skorpios Technologies,ActLight,semiconductor,2009-01-01,$10M to $50M,11-50,0.0,5.0,United States,0.0,semiconductor,2011-01-01,$1M to $10M,01-10,0.0,8.0,Switzerland,0.0,0
Active-Semi International Inc.,Tactus Technology,semiconductor,2004-01-01,$10M to $50M,101-500,0.0,1.0,United States,0.0,semiconductor,2008-01-01,$1M to $10M,11-50,0.0,5.0,United States,0.0,0
NantWorks,Coherix,semiconductor,2010-01-01,$100M to $500M,51-100,0.0,1.0,United States,0.0,semiconductor,2004-01-01,$10M to $50M,11-50,0.0,1.0,United States,0.0,0
